system:index,NDVI,NIR_glcm_asm,NIR_glcm_contrast,NIR_glcm_correlation,NIR_glcm_dissimilarity,NIR_glcm_energy,NIR_glcm_homogeneity,NIR_mean,NIR_std,Red_glcm_asm,Red_glcm_contrast,Red_glcm_correlation,Red_glcm_dissimilarity,Red_glcm_energy,Red_glcm_homogeneity,Red_mean,Red_std,elevation,grid_id,modis_ndvi,ndbi,nighttime_lights,poi_accessibility,population_left,precipitation,road_accessibility,sentinel2_composite,slope,surface_temp,x_idx,y_idx,poi_count_school,poi_count_healthcare,poi_count_market,poi_count_finance,poi_count_transport,poi_count_food,poi_count_water,poi_count_worship,poi_count_public,poi_count_total,barangay_name_clean,poverty_rate,population_right,shape_sqkm,lon,lat,geometry_wkt
729_8,0.63529944,1.0,0.0,1.0,0.0,0.0,1.0,255.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,255.0,0.0,83,21_12,0.7942,-0.23411486,1.7,4133.42130779358,1.907732,1904.0162175446749,1417.4268083905445,810.0,8.212488,38.33583476000001,21,12,0,0,0,0,0,0,0,0,0,0,LUNZURAN,0.1760524876981957,1829.0,3.8440898473067917,122.0954309017701,6.966973196787798,POINT (122.0954309017701 6.966973196787798)
730_0,0.6247478,1.0,0.0,1.0,0.0,0.0,1.0,255.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,255.0,0.0,150,22_12,0.7942,-0.29683307,0.61,3511.345876640601,3.7631402,1904.0162175446749,910.760999280777,837.0,9.708378,37.21814222,22,12,0,0,0,0,0,0,0,0,0,0,LUMBANGAN,0.2337198929527207,1121.0,4.895660968269956,122.0976766899804,6.973710561418692,POINT (122.0976766899804 6.973710561418692)
730_1,0.7003676,1.0,0.0,1.0,0.0,0.0,1.0,255.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,255.0,0.0,109,22_12,0.7942,-0.23911588,0.705,3754.77580531149,4.1899295,1904.0162175446749,1043.582269459294,652.0,8.510144,38.48622764000004,22,12,0,0,0,0,0,0,0,0,0,0,LUMBANGAN,0.2337198929527207,1121.0,4.895660968269956,122.0999224781907,6.973710561418692,POINT (122.0999224781907 6.973710561418692)
730_2,0.4741955,1.0,0.0,1.0,0.0,0.0,1.0,255.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,255.0,0.0,115,22_12,0.7942,-0.26304838,0.73,3996.0945153767752,7.2998176,1759.2453573569655,1124.9105871967304,1299.0,8.874596,37.28650262000002,22,12,0,0,0,0,0,0,0,0,0,0,LUMBANGAN,0.2337198929527207,1121.0,4.895660968269956,122.10216826640101,6.973710561418692,POINT (122.10216826640101 6.973710561418692)
730_3,0.23955472,1.0,0.0,1.0,0.0,0.0,1.0,255.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,255.0,0.0,79,22_12,0.7129000000000001,-0.22328435,0.73,4233.305875808928,3.581101,1759.2453573569655,1140.0108047094675,2630.0,6.0892262,37.53943609999999,22,12,0,0,0,0,0,0,0,0,0,0,LUMBANGAN,0.2337198929527207,1121.0,4.895660968269956,122.10441405461131,6.973710561418692,POINT (122.10441405461131 6.973710561418692)
730_4,0.6366679,1.0,0.0,1.0,0.0,0.0,1.0,255.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,255.0,0.0,132,22_12,0.7942,-0.24111675,0.65999997,3581.015775117263,2.6670845,1904.0162175446749,1092.84426258163,977.0,10.120988,38.04872108000001,22,12,0,0,0,0,0,0,0,0,0,0,LUMBANGAN,0.2337198929527207,1121.0,4.895660968269956,122.0976766899804,6.971464773208396,POINT (122.0976766899804 6.971464773208396)
730_5,0.28798887,1.0,0.0,1.0,0.0,0.0,1.0,255.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,255.0,0.0,95,22_12,0.7942,-0.13607854,0.85,3681.881924578338,10.704496,1904.0162175446749,1257.5557115291735,2303.0,7.1791825,39.463781359999984,22,12,0,0,0,0,0,0,0,0,0,0,LUMBANGAN,0.2337198929527207,1121.0,4.895660968269956,122.0999224781907,6.971464773208396,POINT (122.0999224781907 6.971464773208396)
730_6,0.23105776,1.0,0.0,1.0,0.0,0.0,1.0,255.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,255.0,0.0,79,22_12,0.7942,-0.16197558,1.4000001,3906.987822783404,42.482727,1759.2453573569655,1365.7528698470414,2050.0,6.842071,39.74064098000002,22,12,0,0,0,0,0,0,0,0,0,0,LUMBANGAN,0.2337198929527207,1121.0,4.895660968269956,122.10216826640101,6.971464773208396,POINT (122.10216826640101 6.971464773208396)
730_7,0.44003257,1.0,0.0,1.0,0.0,0.0,1.0,255.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,255.0,0.0,73,22_12,0.7129000000000001,-0.16430688,1.4000001,4119.848143692879,18.276394,1759.2453573569655,1386.7551599819908,1375.0,2.9753952,40.18498358,22,12,0,0,0,0,0,0,0,0,0,0,LUMBANGAN,0.2337198929527207,1121.0,4.895660968269956,122.10441405461131,6.971464773208396,POINT (122.10441405461131 6.971464773208396)
730_8,0.46261597,1.0,0.0,1.0,0.0,0.0,1.0,255.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,255.0,0.0,97,22_12,0.7942,-0.29656506,0.65999997,3788.7138278946304,3.068984,1904.0162175446749,1236.8733258702302,1477.0,8.687676,38.45204744,22,12,0,0,0,0,0,0,0,0,0,0,LUMBANGAN,0.2337198929527207,1121.0,4.895660968269956,122.0976766899804,6.9692189849980934,POINT (122.0976766899804 6.9692189849980934)
730_9,0.16097191,1.0,0.0,1.0,0.0,0.0,1.0,255.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,255.0,0.0,77,22_12,0.7942,-0.15512465,0.85,3627.825407874556,8.676935,1904.0162175446749,1442.637437979507,3315.0,5.7523875,38.37685099999999,22,12,0,0,0,0,0,0,0,0,0,0,LUMBANGAN,0.2337198929527207,1121.0,4.895660968269956,122.0999224781907,6.9692189849980934,POINT (122.0999224781907 6.9692189849980934)
730_10,0.36455753,1.0,0.0,1.0,0.0,0.0,1.0,255.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,255.0,0.0,60,22_12,0.7129000000000001,-0.11294766,1.4000001,3773.433327008624,9.334933,1759.2453573569655,1597.8828257423106,1411.0,3.126836,39.25528214000002,22,12,0,0,0,0,0,0,0,0,0,0,LUMBANGAN,0.2337198929527207,1121.0,4.895660968269956,122.10216826640101,6.9692189849980934,POINT (122.10216826640101 6.9692189849980934)
730_11,0.36096007,1.0,0.0,1.0,0.0,0.0,1.0,255.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,255.0,0.0,59,22_12,0.7129000000000001,-0.17805551,1.4000001,3958.6280746341017,9.173337,1759.2453573569655,1631.8995929829532,1704.0,2.8669727,40.81048124000006,22,12,0,0,0,0,0,0,0,0,0,0,LUMBANGAN,0.2337198929527207,1121.0,4.895660968269956,122.10441405461131,6.9692189849980934,POINT (122.10441405461131 6.9692189849980934)
730_12,0.38968578,1.0,0.0,1.0,0.0,0.0,1.0,255.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,255.0,0.0,74,22_12,0.7942,-0.14506824,1.7,3978.308754856339,7.026662,1904.0162175446749,1370.3861689451037,1787.0,5.0293913,39.05703698000002,22,12,0,0,0,0,0,0,0,0,0,0,LUMBANGAN,0.2337198929527207,1121.0,4.895660968269956,122.0976766899804,6.966973196787798,POINT (122.0976766899804 6.966973196787798)
730_13,0.5610851,1.0,0.0,1.0,0.0,0.0,1.0,255.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,255.0,0.0,62,22_12,0.7942,-0.1574421,1.98,3791.9007137664935,9.129105,1904.0162175446749,1560.6557841532408,1173.0,3.0913486,38.886135980000006,22,12,0,0,0,0,0,0,0,0,0,0,LUMBANGAN,0.2337198929527207,1121.0,4.895660968269956,122.0999224781907,6.966973196787798,POINT (122.0999224781907 6.966973196787798)
730_14,0.19275123,1.0,0.0,1.0,0.0,0.0,1.0,255.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,255.0,0.0,59,22_12,0.7129000000000001,-0.12121639,2.4,3608.167852845621,18.20618,1759.2453573569655,1790.0766041947008,2695.0,1.5573298,37.98719672000004,22,12,0,0,0,0,0,0,0,0,0,0,LUMBANGAN,0.2337198929527207,1121.0,4.895660968269956,122.10216826640101,6.966973196787798,POINT (122.10216826640101 6.966973196787798)
730_15,0.15403292,1.0,0.0,1.0,0.0,0.0,1.0,255.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,255.0,0.0,49,22_12,0.7129000000000001,-0.088134296,2.4,3768.259595955909,11.075885,1759.2453573569655,1866.3310205851049,3136.0,2.3994138,40.65325231999998,22,12,0,0,0,0,0,0,0,0,0,0,LUMBANGAN,0.2337198929527207,1121.0,4.895660968269956,122.10441405461131,6.966973196787798,POINT (122.10441405461131 6.966973196787798)
731_0,0.17908975,1.0,0.0,1.0,0.0,0.0,1.0,255.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,255.0,0.0,67,23_12,0.7129000000000001,-0.044172697,0.895,4460.959863197439,9.743141,1759.2453573569655,1291.0570863094688,2913.0,2.1611516,38.04872108000001,23,12,0,0,0,0,0,0,0,0,0,0,LUMBANGAN,0.2337198929527207,1121.0,4.895660968269956,122.10665984282156,6.973710561418692,POINT (122.10665984282156 6.973710561418692)
731_1,0.5029064,1.0,0.0,1.0,0.0,0.0,1.0,255.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,255.0,0.0,68,23_12,0.7129000000000001,-0.13143203,0.895,4659.3250976239015,14.558906,1759.2453573569655,1531.113069575253,1240.0,1.9734008,40.40373685999998,23,12,0,0,0,0,0,0,0,0,0,0,LUMBANGAN,0.2337198929527207,1121.0,4.895660968269956,122.10890563103186,6.973710561418692,POINT (122.10890563103186 6.973710561418692)
731_2,0.6270259,1.0,0.0,1.0,0.0,0.0,1.0,255.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,255.0,0.0,59,23_12,0.7129000000000001,-0.17174473,0.95,4746.415220999157,1.669708,1759.2453573569655,1762.2552933268205,886.0,1.5658094,39.25870015999999,23,12,0,0,0,0,0,0,0,0,0,0,LUMBANGAN,0.2337198929527207,1121.0,4.895660968269956,122.11115141924216,6.973710561418692,POINT (122.11115141924216 6.973710561418692)
731_3,0.35499316,1.0,0.0,1.0,0.0,0.0,1.0,255.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,255.0,0.0,58,23_12,0.7566,-0.076045625,0.95,4632.166039920432,7.996217,1759.2453573569655,1992.1173731458207,1886.0,0.82572657,39.11856134000004,23,12,0,0,0,0,0,0,0,0,0,0,BOALAN,0.1598295151838039,1877.0,8.057092302576995,122.11339720745246,6.973710561418692,POINT (122.11339720745246 6.973710561418692)
731_4,0.19259599,1.0,0.0,1.0,0.0,0.0,1.0,255.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,255.0,0.0,63,23_12,0.7129000000000001,-0.07962886,1.44,4309.051179452514,7.990226,1759.2453573569655,1332.870843708144,2639.0,2.3098257,39.25870015999999,23,12,0,0,0,0,0,0,0,0,0,0,LUMBANGAN,0.2337198929527207,1121.0,4.895660968269956,122.10665984282156,6.971464773208396,POINT (122.10665984282156 6.971464773208396)
731_5,0.5699981,1.0,0.0,1.0,0.0,0.0,1.0,255.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,255.0,0.0,58,23_12,0.7129000000000001,-0.21137026,1.44,4449.632334784379,13.854735,1759.2453573569655,1569.0764818657,1138.0,2.2325978,39.41251106000004,23,12,0,0,0,0,0,0,0,0,0,0,LUMBANGAN,0.2337198929527207,1121.0,4.895660968269956,122.10890563103186,6.971464773208396,POINT (122.10890563103186 6.971464773208396)
731_6,0.47391218,1.0,0.0,1.0,0.0,0.0,1.0,255.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,255.0,0.0,54,23_12,0.7566,-0.14377387,1.26,4498.851146808273,9.246494,1759.2453573569655,1778.4560800540703,1336.0,1.5248084,39.94230416000005,23,12,0,0,0,0,0,0,0,0,0,0,LUMBANGAN,0.2337198929527207,1121.0,4.895660968269956,122.11115141924216,6.971464773208396,POINT (122.11115141924216 6.971464773208396)
731_7,0.58937603,1.0,0.0,1.0,0.0,0.0,1.0,255.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,255.0,0.0,56,23_12,0.7566,-0.073768154,1.26,4432.41996947975,4.0842867,1759.2453573569655,1899.639437514325,974.0,2.0891943,38.83486568000001,23,12,0,0,0,0,0,0,0,0,0,0,BOALAN,0.1598295151838039,1877.0,8.057092302576995,122.11339720745246,6.971464773208396,POINT (122.11339720745246 6.971464773208396)
731_8,0.6282964,1.0,0.0,1.0,0.0,0.0,1.0,255.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,255.0,0.0,54,23_12,0.7129000000000001,-0.17540415,1.44,4112.7587345400025,12.339256,1759.2453573569655,1518.2821479524785,888.0,2.4983342,40.26701606000006,23,12,0,0,0,0,0,0,0,0,0,0,LUMBANGAN,0.2337198929527207,1121.0,4.895660968269956,122.10665984282156,6.9692189849980934,POINT (122.10665984282156 6.9692189849980934)
731_9,0.44482276,1.0,0.0,1.0,0.0,0.0,1.0,255.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,255.0,0.0,51,23_12,0.7129000000000001,-0.11413127,1.44,4217.254490983883,14.987516,1759.2453573569655,1591.132876550436,1386.0,1.5805756,39.050200940000025,23,12,0,0,0,0,0,0,0,0,0,0,LUMBANGAN,0.2337198929527207,1121.0,4.895660968269956,122.10890563103186,6.9692189849980934,POINT (122.10890563103186 6.9692189849980934)
731_10,0.5061325,1.0,0.0,1.0,0.0,0.0,1.0,255.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,255.0,0.0,46,23_12,0.7566,-0.16416496,1.26,4251.043463753465,16.712778,1759.2453573569655,1825.190650943448,1208.0,1.8096712,39.22793797999998,23,12,0,0,0,0,0,0,0,0,0,0,BOALAN,0.1598295151838039,1877.0,8.057092302576995,122.11115141924216,6.9692189849980934,POINT (122.11115141924216 6.9692189849980934)
731_11,0.56787586,1.0,0.0,1.0,0.0,0.0,1.0,255.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,255.0,0.0,40,23_12,0.7566,-0.14133865,1.26,4230.066852418526,6.276482,1759.2453573569655,1894.7739523732864,947.0,2.4332,38.34608881999998,23,12,0,0,0,0,0,0,0,0,0,0,BOALAN,0.1598295151838039,1877.0,8.057092302576995,122.11339720745246,6.9692189849980934,POINT (122.11339720745246 6.9692189849980934)
731_12,0.62352455,1.0,0.0,1.0,0.0,0.0,1.0,255.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,255.0,0.0,43,23_12,0.7129000000000001,-0.18107864,1.655,3895.498033867907,4.8229194,1759.2453573569655,1661.7367417939902,909.0,1.7541162,40.017500600000005,23,12,0,0,0,0,0,0,0,0,0,0,LUMBANGAN,0.2337198929527207,1121.0,4.895660968269956,122.10665984282156,6.966973196787798,POINT (122.10665984282156 6.966973196787798)
731_13,0.6866876,1.0,0.0,1.0,0.0,0.0,1.0,255.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,255.0,0.0,47,23_12,0.7129000000000001,-0.18147567,1.655,3977.54352827772,2.3573682,1759.2453573569655,1478.8566870410805,699.0,1.8543341,38.63320250000004,23,12,0,0,0,0,0,0,0,0,0,0,LUMBANGAN,0.2337198929527207,1121.0,4.895660968269956,122.10890563103186,6.966973196787798,POINT (122.10890563103186 6.966973196787798)
731_14,0.6431946,1.0,0.0,1.0,0.0,0.0,1.0,255.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,255.0,0.0,43,23_12,0.7566,-0.16845305,1.39,4177.393172045935,14.3802595,1759.2453573569655,1632.6096210362905,793.0,1.7467966,39.30313441999999,23,12,0,0,0,0,0,0,0,0,0,0,BOALAN,0.1598295151838039,1877.0,8.057092302576995,122.11115141924216,6.966973196787798,POINT (122.11115141924216 6.966973196787798)
731_15,0.6427928,1.0,0.0,1.0,0.0,0.0,1.0,255.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,255.0,0.0,35,23_12,0.7566,-0.18814139,1.39,4395.337771589122,5.4458437,1759.2453573569655,1658.1384376532903,793.0,1.4203477,39.03652886000003,23,12,0,0,0,0,0,0,0,0,0,0,BOALAN,0.1598295151838039,1877.0,8.057092302576995,122.11339720745246,6.966973196787798,POINT (122.11339720745246 6.966973196787798)
732_0,0.43498424,1.0,0.0,1.0,0.0,0.0,1.0,255.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,255.0,0.0,52,24_12,0.7566,-0.09606121,0.615,4426.371953922703,5.595213,1759.2453573569655,1778.0201101231455,1523.0,1.6347657,38.472555560000046,24,12,0,0,0,0,0,0,0,0,0,0,BOALAN,0.1598295151838039,1877.0,8.057092302576995,122.11564299566277,6.973710561418692,POINT (122.11564299566277 6.973710561418692)
732_1,0.73091424,1.0,0.0,1.0,0.0,0.0,1.0,255.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,255.0,0.0,44,24_12,0.7566,-0.1875202,0.615,4196.540493048066,3.571871,1759.2453573569655,1548.1571565307067,571.0,1.5645897,38.67080071999999,24,12,0,0,0,0,0,0,0,0,0,0,BOALAN,0.1598295151838039,1877.0,8.057092302576995,122.11788878387307,6.973710561418692,POINT (122.11788878387307 6.973710561418692)
732_2,0.59680367,1.0,0.0,1.0,0.0,0.0,1.0,255.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,255.0,0.0,43,24_12,0.7087,-0.18042193,0.605,3972.769986193898,5.7997193,1759.2453573569655,1316.9100167493125,883.0,1.256726,38.99551262,24,12,0,0,0,0,0,0,0,0,0,0,SALAAN,0.3674157303370786,890.0,19.412094827486168,122.12013457208337,6.973710561418692,POINT (122.12013457208337 6.973710561418692)
732_3,0.5552153,1.0,0.0,1.0,0.0,0.0,1.0,255.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,255.0,0.0,53,24_12,0.7566,-0.18870685,0.90999997,4281.741466544454,2.0130086,1759.2453573569655,1843.039228389265,1162.0,1.7764419,38.09657335999998,24,12,0,0,0,0,0,0,0,0,0,0,BOALAN,0.1598295151838039,1877.0,8.057092302576995,122.11564299566277,6.971464773208396,POINT (122.11564299566277 6.971464773208396)
732_4,0.62475824,1.0,0.0,1.0,0.0,0.0,1.0,255.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,255.0,0.0,42,24_12,0.7566,-0.1790393,0.90999997,4169.905717179991,6.134863,1759.2453573569655,1597.5826711309471,873.0,2.0383186,38.46230150000002,24,12,0,0,0,0,0,0,0,0,0,0,BOALAN,0.1598295151838039,1877.0,8.057092302576995,122.11788878387307,6.971464773208396,POINT (122.11788878387307 6.971464773208396)
732_5,0.6634638,1.0,0.0,1.0,0.0,0.0,1.0,255.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,255.0,0.0,38,24_12,0.7087,-0.19054009,0.735,4136.13822801943,0.87640935,1759.2453573569655,1460.4368165798878,718.0,1.5145272,38.31874465999999,24,12,0,0,0,0,0,0,0,0,0,0,BOALAN,0.1598295151838039,1877.0,8.057092302576995,122.12013457208337,6.971464773208396,POINT (122.12013457208337 6.971464773208396)
732_6,0.6702849,1.0,0.0,1.0,0.0,0.0,1.0,255.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,255.0,0.0,46,24_12,0.7566,-0.20430458,0.90999997,4364.006330385744,7.537747,1759.2453573569655,1768.1922486799149,729.0,2.6147869,38.18885990000001,24,12,0,0,0,0,0,0,0,0,0,0,BOALAN,0.1598295151838039,1877.0,8.057092302576995,122.11564299566277,6.9692189849980934,POINT (122.11564299566277 6.9692189849980934)
732_7,0.71747214,1.0,0.0,1.0,0.0,0.0,1.0,255.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,255.0,0.0,35,24_12,0.7566,-0.22161627,0.90999997,4417.819742351974,5.452015,1759.2453573569655,1798.6415723761595,608.0,2.145947,39.15957758000002,24,12,0,0,0,0,0,0,0,0,0,0,BOALAN,0.1598295151838039,1877.0,8.057092302576995,122.11788878387307,6.9692189849980934,POINT (122.11788878387307 6.9692189849980934)
732_8,0.6771729,1.0,0.0,1.0,0.0,0.0,1.0,255.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,255.0,0.0,32,24_12,0.7087,-0.21187025,0.735,4370.607621937561,1.7853268,1759.2453573569655,1659.499064760356,676.0,0.99973565,38.78017736000004,24,12,0,0,0,0,0,0,0,0,0,0,BOALAN,0.1598295151838039,1877.0,8.057092302576995,122.12013457208337,6.9692189849980934,POINT (122.12013457208337 6.9692189849980934)
732_9,0.6484903,1.0,0.0,1.0,0.0,0.0,1.0,255.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,255.0,0.0,30,24_12,0.7087,-0.1574118,0.735,4289.9264659681685,2.1090627,1759.2453573569655,1450.7472341306025,780.0,0.7053202,39.01260272000002,24,12,0,0,0,0,0,0,0,0,0,0,BOALAN,0.1598295151838039,1877.0,8.057092302576995,122.12238036029368,6.9692189849980934,POINT (122.12238036029368 6.9692189849980934)
732_10,0.6696543,1.0,0.0,1.0,0.0,0.0,1.0,255.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,255.0,0.0,31,24_12,0.7566,-0.26152855,1.0699999,4578.922315520856,3.6684272,1759.2453573569655,1833.3365165293,774.0,1.4023746,37.84705789999998,24,12,0,0,0,0,0,0,0,0,0,0,BOALAN,0.1598295151838039,1877.0,8.057092302576995,122.11564299566277,6.966973196787798,POINT (122.11564299566277 6.966973196787798)
732_11,0.7304171,1.0,0.0,1.0,0.0,0.0,1.0,255.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,255.0,0.0,30,24_12,0.7566,-0.18971848,1.0699999,4665.706698997392,3.871019,1759.2453573569655,1997.383617536446,530.0,1.1592054,38.39052307999998,24,12,0,0,0,0,0,0,0,0,0,0,BOALAN,0.1598295151838039,1877.0,8.057092302576995,122.11788878387307,6.966973196787798,POINT (122.11788878387307 6.966973196787798)
732_12,0.6852475,1.0,0.0,1.0,0.0,0.0,1.0,255.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,255.0,0.0,31,24_12,0.7087,-0.16145056,0.94,4588.960835619914,8.12241,1759.2453573569655,1749.7906110242304,655.0,0.8198604,38.69130884000003,24,12,0,0,0,0,0,0,0,0,0,0,BOALAN,0.1598295151838039,1877.0,8.057092302576995,122.12013457208337,6.966973196787798,POINT (122.12013457208337 6.966973196787798)
732_13,0.67986643,1.0,0.0,1.0,0.0,0.0,1.0,255.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,255.0,0.0,29,24_12,0.7087,-0.17210387,0.94,4409.31398607925,1.6462547,1759.2453573569655,1502.197563579596,671.0,0.58242595,38.182023860000015,24,12,0,0,0,0,0,0,0,0,0,0,BOALAN,0.1598295151838039,1877.0,8.057092302576995,122.12238036029368,6.966973196787798,POINT (122.12238036029368 6.966973196787798)
733_0,0.6076307,1.0,0.0,1.0,0.0,0.0,1.0,255.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,255.0,0.0,37,25_12,0.7087,-0.06274327,0.765,4400.590253300178,1.095158,1759.2453573569655,1247.4819174096529,833.0,1.7673786,38.445211400000005,25,12,0,0,0,0,0,0,0,0,0,0,SALAAN,0.3674157303370786,890.0,19.412094827486168,122.12462614850398,6.973710561418692,POINT (122.12462614850398 6.973710561418692)
733_1,0.5111602,1.0,0.0,1.0,0.0,0.0,1.0,255.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,255.0,0.0,44,25_12,0.7087,-0.07161887,0.765,4557.884998952934,9.064489,1759.2453573569655,1401.3092561783512,1106.0,1.61327,39.69620672000002,25,12,0,0,0,0,0,0,0,0,0,0,PASOBOLONG,0.2696629213483146,890.0,3.0327354394801778,122.12687193671428,6.973710561418692,POINT (122.12687193671428 6.973710561418692)
733_2,0.4887721,1.0,0.0,1.0,0.0,0.0,1.0,255.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,255.0,0.0,44,25_12,0.6786,-0.09506238,1.035,4641.851383716514,40.143745,1759.2453573569655,1513.4209305479194,1070.0,0.7381267,40.63958023999999,25,12,0,0,0,0,0,0,0,0,0,0,PASOBOLONG,0.2696629213483146,890.0,3.0327354394801778,122.12911772492458,6.973710561418692,POINT (122.12911772492458 6.973710561418692)
733_3,0.45725736,1.0,0.0,1.0,0.0,0.0,1.0,255.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,255.0,0.0,38,25_12,0.6786,-0.105743244,1.485,4816.658881210157,35.752445,1759.2453573569655,1660.982584662612,1219.0,1.0733558,41.10784898000003,25,12,0,0,0,0,0,0,0,0,0,0,PASOBOLONG,0.2696629213483146,890.0,3.0327354394801778,122.13136351313489,6.973710561418692,POINT (122.13136351313489 6.973710561418692)
733_4,0.7103036,1.0,0.0,1.0,0.0,0.0,1.0,255.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,255.0,0.0,38,25_12,0.7087,-0.18789974,0.775,4748.6834372034255,26.198456,1759.2453573569655,1267.115591931832,582.0,1.5145272,39.460363340000015,25,12,0,0,0,0,0,0,0,0,0,0,PASOBOLONG,0.2696629213483146,890.0,3.0327354394801778,122.12687193671428,6.971464773208396,POINT (122.12687193671428 6.971464773208396)
733_5,0.57328993,1.0,0.0,1.0,0.0,0.0,1.0,255.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,255.0,0.0,40,25_12,0.6786,-0.1370439,1.365,4851.387453749016,34.294052,1759.2453573569655,1468.7377878137386,917.0,0.9913746,40.23625388000005,25,12,0,0,0,0,0,0,0,0,0,0,PASOBOLONG,0.2696629213483146,890.0,3.0327354394801778,122.12911772492458,6.971464773208396,POINT (122.12911772492458 6.971464773208396)
733_6,0.63217825,1.0,0.0,1.0,0.0,0.0,1.0,255.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,255.0,0.0,35,25_12,0.6786,-0.13435404,2.065,4897.56602023331,16.986837,1759.2453573569655,1612.5560054835942,743.0,0.67732465,39.59024810000005,25,12,0,0,0,0,0,0,0,0,0,0,PASOBOLONG,0.2696629213483146,890.0,3.0327354394801778,122.13136351313489,6.971464773208396,POINT (122.13136351313489 6.971464773208396)
733_7,0.662072,1.0,0.0,1.0,0.0,0.0,1.0,255.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,255.0,0.0,33,25_12,0.7087,-0.2027027,0.775,4533.499085041283,3.9522245,1759.2453573569655,1218.865888967806,760.0,0.42016414,39.20401184000002,25,12,0,0,0,0,0,0,0,0,0,0,SALAAN,0.3674157303370786,890.0,19.412094827486168,122.12462614850398,6.9692189849980934,POINT (122.12462614850398 6.9692189849980934)
733_8,0.6485045,1.0,0.0,1.0,0.0,0.0,1.0,255.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,255.0,0.0,33,25_12,0.7087,-0.18145563,0.775,4768.062112687498,12.082393,1759.2453573569655,1380.822351583112,758.0,1.3223269,39.59024810000005,25,12,0,0,0,0,0,0,0,0,0,0,PASOBOLONG,0.2696629213483146,890.0,3.0327354394801778,122.12687193671428,6.9692189849980934,POINT (122.12687193671428 6.9692189849980934)
733_9,0.47099546,1.0,0.0,1.0,0.0,0.0,1.0,255.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,255.0,0.0,36,25_12,0.6786,-0.034760706,1.365,4887.214081206664,7.651105,1759.2453573569655,1593.657815329628,1108.0,0.8115003,41.19329948000001,25,12,0,0,0,0,0,0,0,0,0,0,PASOBOLONG,0.2696629213483146,890.0,3.0327354394801778,122.12911772492458,6.9692189849980934,POINT (122.12911772492458 6.9692189849980934)
