system:index,NDVI,NIR_glcm_asm,NIR_glcm_contrast,NIR_glcm_correlation,NIR_glcm_dissimilarity,NIR_glcm_energy,NIR_glcm_homogeneity,NIR_mean,NIR_std,Red_glcm_asm,Red_glcm_contrast,Red_glcm_correlation,Red_glcm_dissimilarity,Red_glcm_energy,Red_glcm_homogeneity,Red_mean,Red_std,cell_id,elevation,grid_id,modis_ndvi,ndbi,nighttime_lights,poi_accessibility,population_left,precipitation,road_accessibility,sentinel2_composite,slope,surface_temp,poi_count_school,poi_count_healthcare,poi_count_market,poi_count_finance,poi_count_transport,poi_count_food,poi_count_water,poi_count_worship,poi_count_public,poi_count_total,barangay_name_clean,poverty_rate,population_right,shape_sqkm,lon,lat,geometry_wkt
33_1,0.5893138,0.0311771699420509,1072.8998015873017,0.7249506274432435,16.633928571428566,3.769758533883173,0.2828497248638547,55.555555555555536,38.13750300953733,0.0300414147140337,31.515873015873016,0.0958949915015564,3.8928571428571423,3.765631203143581,0.2879044510475588,13.888888888888884,5.820355934981687,cell_0033,11,grid_33,0.4081,-0.3377425,0.0,4373.728921399796,16.017334,2277.607257336378,0.0,784.0,5.2454486,-123.14852014,0,0,0,0,0,0,0,0,0,0,MANALIPA,0.5965463108320251,637.0,3.6128794539927975,122.29081447606609,6.886124821217038,POINT (122.29081447606609 6.886124821217038)
35_0,0.34572923,0.0222564720332577,290.22817460317464,0.7433975277758206,11.61111111111111,4.054095863071691,0.2397902763947603,35.66666666666666,19.0029237516523,0.0204475308641975,268.4861111111111,0.5199108003901814,10.793650793650794,4.070559521971312,0.2387114081520367,22.33333333333333,14.236104336041748,cell_0035,7,grid_35,0.26965,0.039601907,12.74,4950.596368932583,268.01886,1715.454522922635,1814.982105036383,1126.0,0.6772973,-56.28863091999997,0,0,0,0,0,0,0,0,0,0,ZONE III,0.1587301587301587,126.0,0.5533505445085524,122.08195617250828,6.901845338689135,POINT (122.08195617250828 6.901845338689135)
35_1,0.60230243,0.0206089380196523,456.6359126984127,0.606704659844066,14.502976190476192,4.120305317870607,0.1916356065527682,45.44444444444444,16.747212777130084,0.0188255857898715,426.1964285714286,0.3759510726994152,13.708333333333334,4.136081330757767,0.2073688196013102,26.111111111111107,17.012704040376182,cell_0035,6,grid_35,0.26965,-0.23967612,12.74,4959.959650249572,41.796772,1715.454522922635,1755.445032770509,380.0,0.4812907,-55.36576551999997,0,0,0,0,0,0,0,0,0,0,RIO HONDO,0.4433249370277078,1985.0,0.3583313169038778,122.08420196071859,6.901845338689135,POINT (122.08420196071859 6.901845338689135)
35_2,0.8183406,0.0186070956160241,560.8948412698411,0.4959505144072529,16.773809523809526,4.159265857578686,0.1602979671188823,51.2222222222222,12.58550999079477,0.0170619173595364,587.8015873015873,0.2069604636132084,16.855158730158724,4.186603147445354,0.1647270946343868,30.1111111111111,19.76778773911652,cell_0035,3,grid_35,0.32535,-0.5560538,5.83,4716.564592919173,35.058254,1715.454522922635,1601.8356759343,208.0,0.7456211,-54.35744961999998,0,0,0,0,0,0,0,0,0,0,RIO HONDO,0.4433249370277078,1985.0,0.3583313169038778,122.08644774892889,6.901845338689135,POINT (122.08644774892889 6.901845338689135)
36_0,0.5829146,0.0149892132779037,593.0416666666665,0.3748039714423511,18.13293650793651,4.254032787122943,0.1102235006993768,49.888888888888864,17.74162991663296,0.014827806122449,668.6339285714284,0.129152053147639,18.89980158730158,4.258158663197705,0.1173956763566274,32.11111111111111,19.335887443039084,cell_0036,1,grid_36,0.32535,-0.28244275,5.83,4529.478917545561,187.48814,1715.454522922635,1721.4545714869962,332.0,0.4201214,-55.08890589999999,0,0,0,0,0,0,0,0,0,0,RIO HONDO,0.4433249370277078,1985.0,0.3583313169038778,122.08869353713919,6.901845338689135,POINT (122.08869353713919 6.901845338689135)
36_1,-0.062586926,0.0138495212899974,590.3432539682539,0.2550701982905449,18.51587301587302,4.301480361982701,0.0698839686967753,45.55555555555554,19.00357341315406,0.0143711419753086,779.9960317460315,0.1067505952360028,20.90873015873016,4.280163335596433,0.103776548464964,30.77777777777777,20.525202815496947,cell_0036,6,grid_36,0.32535,0.016058395,5.83,4377.312511206772,119.31949,1715.454522922635,1924.805091168775,382.0,0.2607545,-56.11089387999999,0,0,0,0,0,0,0,0,0,0,KASANYANGAN,0.4436644436644437,5698.0,1.3350999722005799,122.0909393253495,6.901845338689135,POINT (122.0909393253495 6.901845338689135)
36_2,-0.015658062,0.0135148966994205,623.8591269841269,0.0866748459565149,19.688492063492067,4.319359158306669,0.0559900833720469,44.55555555555556,18.324913891634047,0.0154773715041572,823.9513888888887,0.1157411280998315,21.45535714285714,4.251282203073102,0.1201643839878962,29.555555555555543,19.765914044756222,cell_0036,3,grid_36,0.3929,0.07917656,5.83,4307.812295507227,159.95454,1715.454522922635,1806.058957502305,2400.0,0.71018517,-55.70756752,0,0,0,0,0,0,0,0,0,0,KASANYANGAN,0.4436644436644437,5698.0,1.3350999722005799,122.0931851135598,6.901845338689135,POINT (122.0931851135598 6.901845338689135)
36_3,0.110379554,0.0133219954648526,738.020833333333,0.0682150539391312,21.622023809523814,4.328986202481112,0.0545598985532586,55.22222222222221,16.79138521039734,0.0175618858654573,735.2599206349205,0.2052616762166048,19.172619047619044,4.178324508324842,0.1663075571893477,35.1111111111111,24.355900240869968,cell_0036,0,grid_36,0.3929,0.098711096,2.45,4222.999149569927,149.60614,1715.454522922635,1561.4111450236994,2297.0,0.11678233,-56.11089387999999,0,0,0,0,0,0,0,0,0,0,KASANYANGAN,0.4436644436644437,5698.0,1.3350999722005799,122.0954309017701,6.901845338689135,POINT (122.0954309017701 6.901845338689135)
37_0,0.06079279,0.0134184460821365,677.237103174603,0.2306060379363105,20.84424603174604,4.3241726803938905,0.0601418740355251,53.55555555555554,16.593915291195085,0.019538139329806,590.0436507936506,0.2589328711392135,15.916666666666668,4.109715014225063,0.1932411346725846,29.66666666666666,23.79075450674064,cell_0037,1,grid_37,0.3929,-0.075230725,2.45,4128.166967763563,21.380386,1715.454522922635,1314.5108012934186,2553.0,0.0,-57.81306783999997,0,0,0,0,0,0,0,0,0,0,KASANYANGAN,0.4436644436644437,5698.0,1.3350999722005799,122.0976766899804,6.901845338689135,POINT (122.0976766899804 6.901845338689135)
37_1,0.5957867,0.0136113473167044,603.0863095238094,0.3388115250826337,19.758928571428577,4.314545636219447,0.0673660995801314,48.66666666666665,22.065558884580486,0.0231225592088687,398.51984126984127,0.3669308090131001,12.31746031746032,3.992240383062233,0.2290107455087165,21.22222222222222,22.89482123769856,cell_0037,0,grid_37,0.3929,-0.45980126,2.45,4242.207647048045,10.852318,1715.454522922635,1214.7786444968733,307.0,0.11678233,-61.152473379999975,0,0,0,0,0,0,0,0,0,0,MARIKI,0.3720754716981132,1325.0,1.2566857089542494,122.0999224781907,6.901845338689135,POINT (122.0999224781907 6.901845338689135)
37_2,0.6120283,0.0137530706727135,581.3859126984125,0.4194885509840899,19.145833333333336,4.306293884069922,0.0688319601821088,38.88888888888888,19.930124850166138,0.0265908446712018,308.8888888888889,0.454460540469136,9.984126984126984,3.891468573244958,0.2671863815101151,9.44444444444444,4.991350543381378,cell_0037,2,grid_37,0.45855,-0.5042641,1.09,4285.022857184278,3.8585744,1931.5238690674305,1247.007083518814,329.0,0.3503431,-65.85908691999998,0,0,0,0,0,0,0,0,0,0,MARIKI,0.3720754716981132,1325.0,1.2566857089542494,122.10216826640101,6.901845338689135,POINT (122.10216826640101 6.901845338689135)
37_3,0.8049913,0.013682208994709,610.7242063492062,0.3615912879569749,19.82539682539683,4.3104197601446845,0.0523035717894823,31.88888888888889,22.53118552113169,0.0236500850340136,188.07539682539675,0.5290419490711054,7.422619047619048,3.94923083829162,0.2764439424492286,8.666666666666664,1.8257418583505536,cell_0037,3,grid_37,0.45855,-0.5200391,1.09,4244.406174078559,0.108686,1931.5238690674305,1199.8683542625536,252.0,0.16455771,-70.64773293999997,0,0,0,0,0,0,0,0,0,0,MARIKI,0.3720754716981132,1325.0,1.2566857089542494,122.10441405461131,6.901845338689135,POINT (122.10441405461131 6.901845338689135)
38_0,-0.028571429,0.0140424225245653,440.6140873015871,0.5409522325249869,16.157738095238095,4.291853317808258,0.0650273617407242,24.0,13.349989596333858,0.0203176177878558,56.35615079365079,0.7411596020353082,4.64781746031746,4.0259235339091815,0.2829945330855354,10.999999999999996,6.3595946761129705,cell_0038,3,grid_38,0.45855,-0.18281037,1.31,4230.9402527476905,0.015707,1931.5238690674305,1266.1262351790324,459.0,0.4782127,-67.29123729999998,0,0,0,0,0,0,0,0,0,0,TALON TALON,0.2741459299873471,4742.0,8.164108918607464,122.10890563103186,6.901845338689135,POINT (122.10890563103186 6.901845338689135)
38_1,0.5671264,0.0140876952632905,362.6478174603176,0.5450685506317974,14.562500000000002,4.293552267611167,0.0611179888431196,38.44444444444444,20.40213012359854,0.0225832231040564,59.293650793650784,0.7441835102730152,4.84126984126984,3.967944673911429,0.288773701429115,13.222222222222216,8.270130695968177,cell_0038,2,grid_38,0.486,-0.48400852,0.95,4326.429403256311,2.0624578,1931.5238690674305,1461.869369514808,384.5,0.0,-66.35811783999998,0,0,0,0,0,0,0,0,0,0,TALON TALON,0.2741459299873471,4742.0,8.164108918607464,122.11115141924216,6.901845338689135,POINT (122.11115141924216 6.901845338689135)
38_2,0.33003533,0.0140365173847316,295.8720238095239,0.5596750457509151,13.39186507936508,4.294927559636087,0.0556374120810855,50.22222222222221,11.486975985173403,0.0253960380448475,58.542658730158735,0.7534120455998017,4.635912698412696,3.8995037304433904,0.314560793099887,15.66666666666666,8.576453553512405,cell_0038,3,grid_38,0.486,-0.16876261,0.95,4337.634096039596,1.1294775,1931.5238690674305,1595.7898193431358,948.0,0.4782127,-65.97529959999997,0,0,0,0,0,0,0,0,0,0,TALON TALON,0.2741459299873471,4742.0,8.164108918607464,122.11339720745246,6.901845338689135,POINT (122.11339720745246 6.901845338689135)
