iter	RMSE
145	0.03384609686
146	0.03373859995
147	0.03363388253
148	0.03357960247
149	0.03350859634
150	0.03343504919
151	0.03334832665
152	0.03325770569
153	0.03321770355
154	0.03314008971
155	0.03308748006
156	0.03303488765
157	0.03293839315
158	0.03283652615
159	0.03277407529
160	0.03269002808
161	0.03262766416
162	0.03257149464
163	0.03250880641
164	0.03244483657
165	0.03237910137
166	0.03231387335
167	0.03225302632
168	0.03219243357
169	0.03212265688
170	0.03206499236
171	0.03200915713
172	0.03192329188
173	0.03189569149
174	0.03181571999
175	0.0317877569
176	0.03173553783
177	0.03170007949
178	0.03165459835
179	0.03159881941
180	0.03152644414
181	0.0314723051
182	0.03140314291
183	0.03135299953
184	0.03130625666
185	0.03123206464
186	0.03119327494
187	0.03113218967
188	0.03107829527
189	0.03101170796
190	0.03095622939
191	0.03091955665
192	0.03085895099
193	0.03082465518
194	0.03076423101
195	0.03071911339
196	0.03068565265
197	0.03065301485
198	0.03059303626
199	0.03054499182
200	0.03049624764
201	0.0304522249
202	0.03039439718
203	0.03035593457
204	0.03030005381
205	0.03024204276
206	0.03018445932
207	0.03011908385
208	0.03006372649
209	0.02998731532
210	0.02993914594
211	0.02990080964
212	0.02984311054
213	0.02978736846
214	0.02975719363
215	0.02969540762
216	0.02965119152
217	0.02960697789
218	0.0295623989
219	0.02952149599
220	0.02947103182
221	0.02941375205
222	0.0293759527
223	0.02930887087
224	0.02924952437
225	0.02919636307
226	0.02916657174
227	0.02914200508
228	0.02910215763
229	0.02905020831
230	0.02901439711
231	0.02898521483
232	0.02893444443
233	0.02888882015
234	0.02885182499
235	0.02882647962
236	0.02877913286
237	0.02872895501
238	0.02868150489
239	0.02862923774
240	0.02858966644
241	0.02853078187
242	0.02849623647
243	0.02845673836
244	0.02840533726
245	0.02835023675
246	0.02829972688
247	0.02827765877
248	0.02823029138
249	0.02820184089
250	0.02817131501
251	0.02812671679
252	0.02809842653
253	0.02805972332
254	0.02800644978
255	0.02796651854
256	0.02794211974
257	0.02789419877
258	0.02785226843
259	0.02779705914
260	0.02774180994
261	0.02772354793
262	0.0276936671
263	0.02767024751
264	0.02762220759
265	0.02758541954
266	0.0275466779
267	0.02750475674
268	0.02747429696
269	0.02742518744
270	0.02739343655
271	0.02735738478
272	0.02733267218
273	0.02728855124
274	0.02726379287
275	0.02723368555
276	0.02718595886
277	0.02715833367
278	0.02712196379
279	0.02708490805
280	0.02705332257
281	0.02701929136
282	0.0269820525
283	0.02694037636
284	0.02690900887
285	0.02686553868
286	0.02682235073
287	0.02679908037
288	0.02675927729
289	0.02671410304
290	0.02669833351
291	0.02665315439
292	0.02661349268
293	0.02656054641
294	0.02653337554
295	0.02650627398
296	0.02645755301
297	0.02642962455
298	0.02639757773
299	0.02637593717
300	0.02635955662
301	0.02631424681
302	0.02627457448
303	0.02624171531
304	0.02620494799
305	0.02616797842
306	0.02613935496
307	0.0261139667
308	0.02608433515
309	0.02604636649
310	0.02600589992
311	0.02596194475
312	0.02592845966
313	0.02590934265
314	0.02588415694
315	0.02584450133
316	0.02580922161
317	0.0257912172
318	0.02576852805
319	0.02571931041
320	0.02568505592
321	0.02565443586
322	0.02562411567
323	0.02560394485
324	0.02558380401
325	0.02556278751
326	0.02553750385
327	0.02549088557
328	0.02546135637
329	0.02544133081
330	0.02540928577
331	0.0253660968
332	0.02532930476
333	0.02529606128
334	0.02525934875
335	0.02522541036
336	0.02519590198
337	0.02517216323
338	0.02515657706
339	0.02514018465
340	0.02511993162
341	0.02509778122
342	0.02506268917
343	0.02502289352
344	0.02500605787
345	0.02498172991
346	0.02493697906
347	0.02490200354
348	0.02486795208
349	0.02484177271
350	0.02482398254
351	0.02480349668
352	0.02475711098
353	0.02473346541
354	0.02470343939
355	0.02467605861
356	0.02465301117
357	0.02462316483
358	0.02461493346
359	0.02457768673
360	0.02453879202
361	0.02450368607
362	0.0244722296
363	0.02444188793
364	0.0244151471
365	0.02438374221
366	0.02433633033
367	0.02431823695
368	0.02429780248
369	0.02427492467
370	0.02425525451
371	0.0242479077
372	0.02423228694
373	0.02421039437
374	0.02418196858
375	0.02415291356
376	0.02413456605
377	0.02411679096
378	0.02409821334
379	0.0240701284
380	0.024045062
381	0.02402141253
382	0.0239855158
383	0.02397230892
384	0.02394810992
385	0.02392133004
386	0.02388670708
387	0.02386420897
388	0.02384705019
389	0.02383174589
390	0.02379286379
391	0.02377956377
392	0.02374160281
393	0.0237101622
394	0.02369359219
395	0.02368372807
396	0.0236526856
397	0.02362713194
398	0.02361061929
399	0.02358344726
400	0.02355950213
401	0.02353193869
402	0.02350915145
403	0.02348479435
404	0.02345649749
405	0.02341904901
406	0.02340064137
407	0.02339054239
408	0.02336705815
409	0.023339928
410	0.02332735938
411	0.02330585077
412	0.02326829942
413	0.02323994085
414	0.023225182
415	0.0232014245
416	0.02319094628
417	0.02316248578
418	0.02315185283
419	0.02312083944
420	0.02310225316
421	0.02307861867
422	0.02304125837
423	0.02301462426
424	0.02299158419
425	0.0229676658
426	0.02296131849
427	0.02293980245
428	0.02290789924
429	0.02288498702
430	0.02286163749
431	0.02284544351
432	0.02283236243
433	0.02281979738
434	0.02279911573
435	0.02278176902
436	0.02277058896
437	0.02275088034
438	0.02273350762
439	0.02269766841
440	0.02267675524
441	0.02266236935
442	0.02263211429
443	0.02261134937
444	0.02259585819
445	0.02257398756
446	0.02255377636
447	0.02254190622
448	0.02252766374
449	0.02250164235
450	0.02248721296
451	0.02246599114
452	0.02246062055
453	0.02243958766
454	0.02241306301
455	0.02238703928
456	0.0223724658
457	0.02235349409
458	0.02233172796
459	0.02230763519
460	0.02229550948
461	0.02226760186
462	0.02225871195
463	0.02224228476
464	0.02221383325
465	0.02219573289
466	0.02216931015
467	0.02214939603
468	0.02213048729
469	0.02211065185
470	0.02208273252
471	0.02206040806
472	0.02205019263
473	0.02203766429
474	0.02201553275
475	0.0219909873
476	0.02197268218
477	0.0219507151
478	0.02194548193
479	0.02192249477
480	0.0219000946
481	0.02187115129
482	0.02186299739
483	0.02184530899
484	0.02183028276
485	0.02181306946
486	0.02178993633
487	0.02177362626
488	0.02176514494
489	0.0217462376
490	0.02171750885
491	0.02169910011
492	0.0216873454
493	0.02167614571
494	0.02166022749
495	0.02163771932
496	0.02161671025
497	0.02160838471
498	0.02158539886
499	0.021570947
500	0.02155080946
501	0.02153663752
502	0.02152271687
503	0.02150021594
504	0.02148654209
505	0.02147292546
506	0.02145416613
507	0.02143865879
508	0.02142253348
509	0.02139790057
510	0.02137901039
511	0.02136385628
512	0.0213545911
513	0.02134652149
514	0.02133519042
515	0.02131748441
516	0.02130835999
517	0.02130343462
518	0.02128539682
519	0.0212729077
520	0.02125274448
521	0.02123609891
522	0.02122253932
523	0.02120429938
524	0.02118150169
525	0.02116559635
526	0.02114296321
527	0.02112150442
528	0.02110935031
529	0.02108512454
530	0.02107702672
531	0.02106274485
532	0.02104980717
533	0.02102521308
534	0.02100963338
535	0.0209946035
536	0.0209826233
537	0.02097050195
538	0.02095933664
539	0.02094372534
540	0.02092944191
541	0.02090276344
542	0.02088041735
543	0.02085624945
544	0.02084526933
545	0.02082776636
546	0.02081591092
547	0.02079617069
548	0.02078309886
549	0.02076906143
550	0.02076480415
551	0.02074565735
552	0.02073214854
553	0.02071592287
554	0.02070450757
555	0.02069532899
556	0.02067569324
557	0.02065991324
558	0.02064833379
559	0.02063853545
560	0.02062356275
561	0.02060426885
562	0.02059348474
563	0.02056947468
564	0.02055378633
565	0.02053650719
566	0.02051063599
567	0.02050698326
568	0.02050313454
569	0.0204880889
570	0.02047630726
571	0.02045562073
572	0.02044135551
573	0.02042616427
574	0.02041317148
575	0.02040955287
576	0.02039524471
577	0.02037634293
578	0.02036406101
579	0.02034915934
580	0.02033828901
581	0.02032962724
582	0.02031176023
583	0.02029311143
584	0.02028503719
585	0.02026624109
586	0.02025487015
587	0.02023954485
588	0.0202267252
589	0.02021723228
590	0.02020035457
591	0.02017889481
592	0.02016534103
593	0.02015663972
594	0.02013820223
595	0.02012291196
596	0.02011237576
597	0.02008865646
598	0.02007529994
599	0.02006202239
600	0.02004737136
601	0.02003293986
602	0.02002394898
603	0.02000573534
604	0.01999817202
605	0.01997838642
606	0.01996757969
607	0.01995331534
608	0.0199348367
609	0.01992838845
610	0.01992305128
611	0.01991588692
612	0.01990507229
613	0.01988840367
614	0.0198725975
615	0.0198511477
616	0.01983955488
617	0.01982367417
618	0.01980492617
619	0.01979543429
620	0.01977953491
621	0.01977630018
622	0.01976227333
623	0.0197483416
624	0.01973313683
625	0.01971923488
626	0.0197069308
627	0.01969454538
628	0.01967924372
629	0.019671015
630	0.01965487679
631	0.01964328271
632	0.01962874698
633	0.01961275064
634	0.01959867073
635	0.01958551312
636	0.01957023622
637	0.01956075953
638	0.0195552178
639	0.01954561502
640	0.01953267766
641	0.01952194254
642	0.01950433942
643	0.01949265098
644	0.01948178207
645	0.01947012163
646	0.01946225809
647	0.01945291756
648	0.01943948819
649	0.01942466772
650	0.01940890046
651	0.0193997666
652	0.01939159361
653	0.01938516255
654	0.01937489602
655	0.01935724571
656	0.01935255939
657	0.01934401437
658	0.01932642811
659	0.01931767262
660	0.01930952853
661	0.01929551594
662	0.01929010417
663	0.01928286883
664	0.01926503813
665	0.0192574294
666	0.01924415808
667	0.01922426838
668	0.01921216279
669	0.01919887165
670	0.01918555757
671	0.01917417225
672	0.01915884347
673	0.01915201987
674	0.01913683331
675	0.01912178129
676	0.01909962219
677	0.01908535466
678	0.01907775264
679	0.01906782342
680	0.01905188639
681	0.01904369575
682	0.01903479651
683	0.01902085083
684	0.01901238042
685	0.01900560091
686	0.01899378481
687	0.018988445
688	0.01898046802
689	0.01896191072
690	0.01894711366
691	0.01893261705
692	0.01891052816
693	0.01889940413
694	0.01888871089
695	0.01888182284
696	0.01887263668
697	0.01886079805
698	0.01884590113
699	0.01883715226
700	0.01882415716
701	0.01881724781
702	0.01880838924
703	0.01879685676
704	0.01878985258
705	0.01878075518
706	0.01877476248
707	0.01876365669
708	0.01875468265
709	0.01874357673
710	0.01873298911
711	0.01872054904
712	0.01870721755
713	0.01869775923
714	0.01868465681
715	0.01867601319
716	0.01865969778
717	0.0186521971
718	0.01864056109
719	0.01862582767
720	0.01861292232
721	0.01860031082
722	0.01859326243
723	0.01858522882
724	0.01857185382
725	0.01856477221
726	0.01855671197
727	0.01854722873
728	0.01852806236
729	0.01851778316
730	0.01850291419
731	0.01848952516
732	0.01848373585
733	0.01847405632
734	0.01846670208
735	0.01845982848
736	0.0184459373
737	0.01843815569
738	0.01842853165
739	0.01841657806
740	0.01840099652
741	0.01839383363
742	0.0183783993
743	0.01836358347
744	0.01835534238
745	0.01834789298
746	0.01834023392
747	0.01833061179
748	0.01832426772
749	0.01831163447
750	0.01830515314
751	0.01829834671
752	0.01828707063
753	0.01827411681
754	0.01826766115
755	0.0182563487
756	0.01824681552
757	0.01823347453
758	0.01821200236
759	0.0182037245
760	0.01818861778
761	0.01817968156
762	0.01816739484
763	0.01815964355
764	0.01815285067
765	0.01814305907
766	0.01813455841
767	0.01812801104
768	0.01811760002
769	0.01810426165
770	0.01809228754
771	0.01808682487
772	0.01808020613
773	0.01806876892
774	0.01805820461
775	0.01804936438
776	0.01804261216
777	0.01803769349
778	0.01802351062
779	0.01801467238
780	0.0180030762
781	0.01799843631
782	0.01798860254
783	0.01797658238
784	0.01797209424
785	0.01796376513
786	0.01795374735
787	0.01794662701
788	0.01793920484
789	0.01792618375
790	0.01791649897
791	0.01791113587
792	0.01790127428
793	0.01789597676
794	0.01788072416
795	0.0178740922
796	0.01786560828
797	0.01785205144
798	0.01784532505
799	0.01783319957
800	0.01782519988
801	0.01781758234
802	0.01780385588
803	0.01779806328
804	0.0177869426
805	0.01777446266
806	0.0177609793
807	0.01775434809
808	0.01774925366
809	0.01773742268
810	0.01773023496
811	0.01772215487
812	0.01771248175
813	0.01770300248
814	0.01769417765
815	0.01768643784
816	0.01767567984
817	0.01766566504
818	0.01765720112
819	0.0176414355
820	0.01762985069
821	0.01762153112
822	0.01760738594
823	0.01760052268
824	0.01758923881
825	0.01758051993
826	0.01757312923
827	0.01756521419
828	0.01755407352
829	0.01754207783
830	0.01753188611
831	0.0175218522
832	0.0175197697
833	0.01751479478
834	0.01750518835
835	0.0174999511
836	0.01748987099
837	0.01747714764
838	0.01746706642
839	0.01746288261
840	0.01745431755
841	0.01743825628
842	0.01743385854
843	0.01742859037
844	0.01741436458
845	0.017405688
846	0.01739934643
847	0.01739304414
848	0.01738589477
849	0.01737254518
850	0.01736307645
851	0.01735348431
852	0.01735072124
853	0.01734179202
854	0.01733232526
855	0.01732494799
856	0.01731873262
857	0.01731295985
858	0.01730152927
859	0.01729466212
860	0.01728318533
861	0.01727433917
862	0.01726586702
863	0.01726096174
864	0.01725437646
865	0.01724408637
866	0.01723732932
867	0.01722639661
868	0.01721916552
869	0.01721310621
870	0.01721056602
871	0.01720119073
872	0.01719006515
873	0.01718556408
874	0.01718300069
875	0.01717104759
876	0.01716368373
877	0.01715409094
878	0.0171476001
879	0.01714234152
880	0.01713768531
881	0.01713082785
882	0.01712200643
883	0.01711765706
884	0.01711175925
885	0.01710267148
886	0.01709427239
887	0.01708730876
888	0.01708121327
889	0.0170760278
890	0.01707019211
891	0.01706618374
892	0.01706341121
893	0.01705502889
894	0.01704974763
895	0.01703737224
896	0.01702627736
897	0.01702047064
898	0.0170081495
899	0.01700363837
900	0.01699726758
901	0.01698326201
902	0.01697875147
903	0.01697320647
904	0.01696418146
905	0.01695636492
906	0.01695346556
907	0.01694998315
908	0.01694437339
909	0.01693805423
910	0.01693099695
911	0.01692366963
912	0.01691387229
913	0.01690817026
914	0.01690131297
915	0.01689003698
916	0.01688262234
917	0.01687556424
918	0.01686363227
919	0.01685620108
920	0.01684865282
921	0.01684533448
922	0.01683923455
923	0.01682798858
924	0.01682425228
925	0.01681666628
926	0.01680253621
927	0.01679557758
928	0.01678511334
929	0.01677336851
930	0.01676398239
931	0.01675945909
932	0.01675451804
933	0.01674492165
934	0.01673108653
935	0.01672075898
936	0.01671188882
937	0.01670338139
938	0.0166947991
939	0.01668890568
940	0.01668282307
941	0.01667893952
942	0.01667105595
943	0.01666705217
944	0.01666344986
945	0.01665564693
946	0.01665295267
947	0.01664344841
948	0.01663759028
949	0.01662974546
950	0.01662533957
951	0.01661551054
952	0.01661000923
953	0.01660243398
954	0.01659361472
955	0.01658178524
956	0.01657461578
957	0.01656378526
958	0.0165522092
959	0.01654179454
960	0.01653645428
961	0.01652846989
962	0.0165239713
963	0.01651521302
964	0.01650728949
965	0.0165013525
966	0.01649620371
967	0.0164881453
968	0.01647914278
969	0.01646926015
970	0.01646257906
971	0.01645331291
972	0.0164471376
973	0.01644327611
974	0.01643219012
975	0.01642311388
976	0.01641698115
977	0.01640925997
978	0.01640006572
979	0.01639413753
980	0.01638847892
981	0.01637705624
982	0.01636989426
983	0.01636266363
984	0.01635341417
985	0.01634694623
986	0.01634270167
987	0.01633206004
988	0.01632706532
989	0.01631976024
990	0.01631312358
991	0.01630206037
992	0.01629449603
993	0.01628957422
994	0.01628248032
995	0.01627765438
996	0.01627231485
997	0.01626574859
998	0.01625895484
999	0.01625479576
